# Generated by matlabSample/mainHCW.m
# Osculating Keplerian elements (chief: GEO circular equatorial)
# Columns match mRendering orbit_mechanics.CsvEphemeris.
time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad
34830,42164.003635,0.000118605574556062,0.000237184898393618,4.7124462735816,4.71183887096341,5.68204768618602
34840,42164.0036368587,0.00011860562929923,0.000237184922265868,4.7124464190024,4.71183874170273,5.68277702862938
34850,42164.0036387209,0.000118605684140303,0.000237184945201949,4.71244656464147,4.71183861253034,5.68350637083746
34860,42164.0036405867,0.000118605739078043,0.00023718497001036,4.71244671049884,4.71183848345405,5.68423571280238
34870,42164.0036424559,0.000118605794113169,0.00023718499341452,4.71244685657451,4.71183835447249,5.68496505452542
34880,42164.0036443287,0.000118605849245738,0.000237185016818677,4.71244700286848,4.71183822558504,5.68569439600713
34890,42164.003646205,0.000118605904475875,0.000237185040222832,4.71244714938076,4.71183809679508,5.68642373724403
34900,42164.0036480848,0.000118605959803635,0.000237185064563151,4.71244729611132,4.71183796810278,5.68715307823591
34910,42164.0036499681,0.000118606015228417,0.000237185087967301,4.71244744306017,4.71183783951187,5.68788241897896
34920,42164.0036518549,0.000118606070751146,0.000237185111371449,4.71244759022729,4.71183771102002,5.68861175947545
34930,42164.0036537453,0.00011860612637131,0.000237185134775595,4.71244773761267,4.71183758263292,5.68934109971963
34940,42164.0036556392,0.00011860618208939,0.000237185158647821,4.71244788521628,4.71183745434642,5.69007043971559
34950,42164.0036575366,0.000118606237904183,0.000237185182520045,4.7124480330381,4.71183732616974,5.69079977945407
34960,42164.0036594376,0.000118606293818132,0.000237185205924184,4.71244818107811,4.71183719809293,5.69152911894496
34970,42164.0036613421,0.000118606349828842,0.00023718522932832,4.71244832933627,4.71183707012816,5.69225845817605
34980,42164.0036632501,0.000118606405938096,0.00023718525366862,4.71244847781255,4.71183694226943,5.69298779715328
34990,42164.0036651617,0.000118606462144837,0.000237185277072751,4.71244862650693,4.71183681452094,5.69371713587241
35000,42164.0036670769,0.000118606518450344,0.000237185300476881,4.71244877541936,4.71183668687978,5.69444647433632
35010,42164.0036689956,0.000118606574853083,0.000237185323881008,4.71244892454981,4.71183655935641,5.69517581253451
35020,42164.0036709178,0.000118606631354706,0.000237185348221297,4.71244907389823,4.71183643194205,5.69590515047572
35030,42164.0036728436,0.000118606687953797,0.00023718537162542,4.7124492234646,4.71183630464666,5.69663448814996
35040,42164.0036747729,0.000118606744651441,0.00023718539502954,4.71244937324886,4.71183617746656,5.69736382556085
35050,42164.0036767059,0.00011860680144769,0.000237185417965575,4.71244952325098,4.71183605039971,5.69809316271043
35060,42164.0036786424,0.000118606858342087,0.000237185442773937,4.7124496734709,4.71183592345523,5.69882249958952
35070,42164.0036805824,0.000118606915334178,0.00023718546617805,4.7124498239086,4.71183579663124,5.69955183619999
35080,42164.003682526,0.000118606972425285,0.000237185489582161,4.71244997456401,4.71183566992882,5.7002811725407
35090,42164.0036844732,0.000118607029615546,0.000237185512986269,4.7124501254371,4.71183554334586,5.70101050861376
35100,42164.0036864239,0.000118607086903554,0.000237185536390375,4.71245027652783,4.71183541688973,5.70173984441174
35110,42164.0036883783,0.000118607144290538,0.000237185560730643,4.71245042783614,4.71183529055584,5.70246917993921
35120,42164.0036903362,0.000118607201775867,0.000237185584134745,4.712450579362,4.71183516435085,5.70319851518947
35130,42164.0036922977,0.000118607259360013,0.000237185607538844,4.71245073110537,4.71183503827288,5.70392785016439
35140,42164.0036942628,0.000118607317042655,0.00023718563094294,4.71245088306619,4.71183491232476,5.70465718486107
35150,42164.0036962315,0.000118607374824824,0.000237185654347035,4.71245103524442,4.71183478650402,5.70538651928198
35160,42164.0036982038,0.000118607432705691,0.000237185678219209,4.71245118764004,4.71183466081648,5.70611585342123
35170,42164.0037001796,0.000118607490685309,0.00023718570209138,4.71245134025297,4.71183453526242,5.70684518727855
35180,42164.0037021591,0.000118607548763696,0.000237185725495468,4.71245149308304,4.71183440984223,5.70757452085364
35190,42164.0037041421,0.0001186076069413,0.000237185748899553,4.71245164613023,4.71183428455923,5.70830385414311
35200,42164.0037061288,0.000118607665218077,0.000237185772303635,4.71245179939456,4.71183415941077,5.70903318714953
35210,42164.003708119,0.000118607723593273,0.000237185795707716,4.71245195287606,4.71183403440579,5.70976251986387
35220,42164.0037101129,0.000118607782068793,0.000237185820047957,4.71245210657471,4.71183390953291,5.7104918522974
35230,42164.0037121104,0.000118607840642489,0.000237185843452033,4.71245226049053,4.71183378480715,5.71122118443504
35240,42164.0037141115,0.000118607899316127,0.000237185866856106,4.71245241462351,4.71183366022208,5.71195051628316
35250,42164.0037161162,0.00011860795808931,0.000237185890260177,4.71245256897364,4.71183353577552,5.71267984784384
35260,42164.0037181245,0.000118608016961511,0.000237185913664246,4.7124527235409,4.71183341147876,5.71340917910576
35270,42164.0037201365,0.000118608075933207,0.000237185936600232,4.71245287832527,4.71183328732734,5.71413851007331
35280,42164.0037221521,0.000118608135003882,0.000237185960472377,4.71245303332674,4.71183316332479,5.7148678407429
35290,42164.0037241712,0.00011860819417412,0.00023718598434452,4.71245318854527,4.71183303947192,5.71559717111369
35300,42164.0037261941,0.000118608253444638,0.000237186008216661,4.71245334398082,4.71183291576584,5.7163265011885
35310,42164.0037282206,0.000118608312814344,0.000237186031620718,4.71245349963337,4.71183279221265,5.71705583096121
35320,42164.0037302507,0.00011860837228385,0.000237186055024773,4.71245365550287,4.71183266881192,5.7177851604322
35330,42164.0037322844,0.00011860843185294,0.000237186078428826,4.71245381158927,4.71183254556749,5.71851448959761
35340,42164.0037343217,0.00011860849152147,0.000237186101832876,4.71245396789253,4.7118324224787,5.71924381845805
35350,42164.0037363627,0.00011860855129007,0.000237186125236924,4.7124541244126,4.71183229954675,5.71997314701231
35360,42164.0037384074,0.000118608611159098,0.000237186148640969,4.71245428114943,4.71183217676966,5.72070247526235
35370,42164.0037404558,0.000118608671127566,0.000237186172045013,4.71245443810295,4.71183205415465,5.72143180320092
35380,42164.0037425077,0.000118608731195754,0.000237186195449054,4.71245459527311,4.71183193170257,5.72216113082714
35390,42164.0037445633,0.000118608791364066,0.000237186219789254,4.71245475265984,4.71183180941346,5.72289045814098
35400,42164.0037466226,0.000118608851632826,0.00023718624272521,4.71245491026309,4.7118316872837,5.72361978514602
35410,42164.0037486855,0.000118608912001088,0.000237186266597324,4.71245506808279,4.7118315653229,5.72434911183265
35420,42164.0037507521,0.000118608972469764,0.000237186290001356,4.71245522611886,4.71183144352734,5.72507843820458
35430,42164.0037528224,0.000118609033038646,0.000237186313405385,4.71245538437125,4.71183132189958,5.72580776425924
35440,42164.0037548963,0.000118609093707464,0.000237186336809412,4.71245554283988,4.71183120044179,5.72653708999446
35450,42164.0037569739,0.000118609154476888,0.000237186360213437,4.71245570152467,4.71183107915433,5.72726641540986
35460,42164.0037590551,0.000118609215345941,0.00023718638361746,4.71245586042557,4.71183095804272,5.72799574049992
35470,42164.00376114,0.000118609276315659,0.00023718640702148,4.71245601954249,4.71183083710118,5.7287250652704
35480,42164.0037632287,0.000118609337386482,0.000237186430425498,4.71245617887536,4.71183071633137,5.72945438971966
35490,42164.003765321,0.000118609398557259,0.000237186453829513,4.71245633842411,4.71183059574081,5.73018371384016
35500,42164.0037674169,0.000118609459827925,0.000237186477233526,4.71245649818867,4.71183047533119,5.73091303763021
35510,42164.0037695166,0.000118609521200139,0.000237186500169457,4.71245665816895,4.71183035509506,5.73164236109726
35520,42164.0037716199,0.000118609582672358,0.000237186524041546,4.7124568183649,4.711830235042,5.73237168423171
35530,42164.003773727,0.000118609644244793,0.000237186546977472,4.71245697877643,4.71183011517283,5.73310100703275
35540,42164.0037758377,0.000118609705918133,0.000237186570849556,4.71245713940347,4.71182999548632,5.7338303295016
35550,42164.0037779521,0.000118609767692682,0.000237186594253558,4.71245730024595,4.71182987598248,5.73455965163823
35560,42164.0037800702,0.000118609829567707,0.000237186617657557,4.71245746130381,4.71182975666265,5.73528897344131
35570,42164.003782192,0.000118609891542992,0.000237186641061554,4.71245762257697,4.71182963753579,5.73601829490185
35580,42164.0037843176,0.000118609953619397,0.000237186664465549,4.71245778406528,4.71182951859588,5.73674761602596
35590,42164.0037864468,0.000118610015796452,0.000237186686933382,4.71245794576858,4.71182939984631,5.73747693681034
35600,42164.0037885797,0.000118610078074744,0.000237186710337372,4.71245810768687,4.71182928129026,5.73820625725171
35610,42164.0037907164,0.000118610140454187,0.00023718673374136,4.71245826982014,4.71182916292203,5.73893557735572
35620,42164.0037928567,0.0001186102029339,0.000237186757145346,4.71245843216837,4.71182904475584,5.73966489710808
35630,42164.0037950007,0.00011861026551478,0.000237186780549329,4.71245859473153,4.71182892678229,5.74039421651814
35640,42164.0037971485,0.000118610328196654,0.00023718680348523,4.71245875750959,4.71182880900502,5.7411235355822
35650,42164.0037993001,0.000118610390980423,0.000237186827357288,4.71245892050253,4.71182869142483,5.74185285429945
35660,42164.0038014553,0.000118610453864471,0.000237186850293185,4.71245908371029,4.71182857405067,5.74258217266087
35670,42164.0038036143,0.00011861051685056,0.000237186874165239,4.71245924713283,4.7118284568687,5.74331149068027
35680,42164.0038057769,0.000118610579936395,0.000237186896633052,4.7124594107701,4.71182833990088,5.74404080833567
35690,42164.0038079433,0.000118610643124551,0.000237186920037021,4.71245957462205,4.71182822313339,5.74477012564087
35700,42164.0038101135,0.000118610706413451,0.000237186943440989,4.71245973868862,4.71182810657153,5.74549944259054
35710,42164.0038122874,0.000118610769803615,0.000237186966844953,4.71245990296974,4.71182799021977,5.7462287591802
35720,42164.003814465,0.000118610833295744,0.000237186990248916,4.71246006746535,4.71182787407329,5.74695807541467
35730,42164.0038166463,0.000118610896888873,0.000237187013652876,4.71246023217538,4.71182775813817,5.74768739128783
35740,42164.0038188315,0.000118610960583763,0.000237187036120676,4.71246039709974,4.71182764241447,5.74841670679965
35750,42164.0038210203,0.00011861102437916,0.000237187059524632,4.71246056223837,4.71182752690827,5.74914602194402
35760,42164.0038232129,0.00011861108827667,0.000237187082928585,4.71246072759118,4.71182741161398,5.74987533672656
35770,42164.0038254092,0.000118611152275838,0.000237187106332536,4.71246089315809,4.71182729653447,5.75060465114438
35780,42164.0038276093,0.000118611216376129,0.000237187129736485,4.71246105893901,4.71182718167504,5.7513339651922
35790,42164.0038298132,0.000118611280578399,0.000237187151736195,4.71246122493386,4.71182706703335,5.75206327887236
35800,42164.0038320208,0.000118611344882312,0.000237187175608218,4.71246139114253,4.71182695261229,5.752792592182
35810,42164.0038342321,0.000118611409287277,0.000237187198544081,4.71246155756494,4.71182683841472,5.75352190511826
35820,42164.0038364473,0.000118611473794822,0.0002371872224161,4.712461724201,4.71182672444,5.75425121768181
35830,42164.0038386662,0.000118611538402927,0.00023718724488388,4.7124618910506,4.71182661069332,5.75498052986746
35840,42164.0038408888,0.000118611603113913,0.000237187268287815,4.71246205811364,4.71182649716764,5.75570984168228
35850,42164.0038431153,0.000118611667926032,0.000237187291691748,4.71246222539004,4.71182638387304,5.7564391531162
35860,42164.0038453455,0.000118611732840153,0.000237187314159521,4.71246239287967,4.71182627080765,5.75716846417113
35870,42164.0038475794,0.000118611797856169,0.00023718733756345,4.71246256058245,4.71182615797481,5.75789777484374
35880,42164.0038498172,0.000118611862973845,0.000237187360967376,4.71246272849828,4.71182604537335,5.75862708513522
35890,42164.0038520587,0.000118611928193655,0.000237187383435142,4.71246289662704,4.71182593300343,5.75935639504543
35900,42164.0038543041,0.00011861199351531,0.000237187406839064,4.71246306496864,4.71182582087039,5.76008570456906
35910,42164.0038565531,0.000118612058938672,0.000237187430242983,4.71246323352297,4.71182570897596,5.76081501370442
35920,42164.003858806,0.000118612124464821,0.000237187452710743,4.71246340228993,4.71182559731794,5.7615443224537
35930,42164.0038610627,0.000118612190092596,0.000237187476114658,4.71246357126942,4.71182548589996,5.76227363081333
35940,42164.0038633232,0.000118612255822281,0.000237187499050492,4.71246374046133,4.71182537472501,5.76300293878031
35950,42164.0038655874,0.000118612321653871,0.000237187521986324,4.71246390986557,4.71182526379239,5.76373224635537
35960,42164.0038678555,0.000118612387587908,0.000237187544922154,4.71246407948204,4.71182515310354,5.7644615535371
35970,42164.0038701274,0.000118612453624404,0.000237187567857981,4.71246424931063,4.71182504265902,5.76519086032495
35980,42164.003872403,0.000118612519762392,0.000237187591261885,4.71246441935125,4.71182493246772,5.76592016671006
35990,42164.0038746825,0.00011861258600271,0.00023718761372963,4.71246458960367,4.71182482252112,5.76664947270107
36000,42164.0038769657,0.000118612652345658,0.000237187637133528,4.71246476006776,4.71182471282556,5.76737877829172
36010,42164.0038792528,0.000118612718790678,0.000237187659601269,4.71246493074348,4.71182460338144,5.76810808348155
36020,42164.0038815436,0.000118612785337508,0.000237187683005163,4.71246510163079,4.71182449419409,5.7688373882652
36030,42164.0038838384,0.00011861285198746,0.0002371877054729,4.71246527272965,4.7118243852574,5.76956669264875
36040,42164.0038861368,0.000118612918739003,0.000237187728876789,4.71246544403999,4.71182427658134,5.7702959966222
36050,42164.0038884392,0.000118612985593682,0.000237187751344521,4.71246561556177,4.71182416815785,5.77102530019358
36060,42164.0038907453,0.000118613052550119,0.000237187774748406,4.71246578729491,4.71182406000021,5.77175460334961
36070,42164.0038930553,0.000118613119609517,0.000237187797216134,4.71246595923934,4.7118239520995,5.77248390609919
36080,42164.0038953691,0.000118613186771193,0.000237187820620015,4.712466131395,4.71182384446104,5.773213208437
36090,42164.0038976867,0.000118613254035085,0.000237187843087738,4.71246630376179,4.7118237370903,5.77394251035758
36100,42164.0039000082,0.000118613321402024,0.000237187866491614,4.71246647633964,4.71182362998078,5.77467181186741
36110,42164.0039023334,0.000118613388870786,0.000237187888491256,4.71246664912846,4.71182352314093,5.77540111295807
36120,42164.0039046625,0.000118613456442575,0.000237187912363205,4.71246682212814,4.71182341657088,5.77613041362942
36130,42164.0039069954,0.000118613524116427,0.000237187934362842,4.71246699533861,4.71182331027105,5.77685971388108
36140,42164.0039093322,0.000118613591893012,0.000237187957298632,4.71246716875975,4.71182320424431,5.77758901371019
36150,42164.0039116729,0.000118613659773078,0.000237187980702496,4.71246734239146,4.71182309848545,5.77831831312198
36160,42164.0039140173,0.000118613727754846,0.000237188003170205,4.71246751623363,4.71182299300687,5.77904761210408
36170,42164.0039163656,0.00011861379583938,0.000237188025637911,4.71246769028616,4.71182288780267,5.77977691066243
36180,42164.0039187178,0.000118613864026859,0.000237188049041769,4.71246786454893,4.71182278287687,5.78050620879304
36190,42164.0039210738,0.000118613932317018,0.00023718807150947,4.71246803902183,4.71182267823052,5.78123550649487
36200,42164.0039234336,0.000118614000709918,0.00023718809397717,4.71246821370473,4.7118225738636,5.78196480376801
36210,42164.0039257973,0.000118614069205524,0.000237188117381021,4.71246838859751,4.71182246978172,5.78269410060688
